Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
Swire Pacific,https://www.crunchbase.com/organization/swire-pacific,"Finance, Food and Beverage, Industrial","229,884",1,,1,1,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,10001+,,,,,,IPO,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Public,1999-02-05,,,,,,,,,0019,https://www.crunchbase.com/ipo/swire-pacific-ipo--09f276ce,HKG,,"248,050",,0,0,-0.3,"7,229","34,936.92",-95.9%,73,902.93%,2.36,37.1%,43.1%,18.02%,"3,234,130","2,826,674",693.74%,12,,,10,,,,,,,,1816-01-01,year,1999-02-05,day,For Profit,,,1,,"Financial Services, Food and Beverage"
ANXBTC,https://www.crunchbase.com/organization/anxbtc,"Finance, Financial Services, FinTech","233,455",1,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"251,880",,1.1,0.3,2.7,"2,653","2,259.17",214.98%,3,-71.63%,1.77,-18.3%,8.97%,8.97%,"7,778,648","-4,486,497",-36.58%,6,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,Financial Services
Heels and Yield,https://www.crunchbase.com/organization/heels-and-yield,"Education, Finance, Wealth Management","241,140",,,,,,,,,,,,,,,"Causeway Bay, Hong Kong Island, Hong Kong",1,,Angelina Yao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"260,169",,1,2.4,6.2,318,310.04,-25.28%,493,"1,881.15%",1.95,-54.05%,35.32%,-3.88%,"20,012,446","4,462,255",28.7%,32,,,,,,,,,,,2015-01-01,year,,,For Profit,,,,,"Education, Financial Services"
Ameretat Capital,https://www.crunchbase.com/organization/ameretat-capital-limited,"Finance, Financial Services, Venture Capital","242,633",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",2,1-10,"Colin Blackwell, Sohrab Vakil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"261,778",,1.2,-0.1,5.1,,,,,,,,,,,,,4,,,,,,,,,,,2014-05-05,day,,,,,,,,"Financial Services, Lending and Investments"
Messer Financial Software,https://www.crunchbase.com/organization/messer-financial-software,"Finance, Information Technology, Software","246,091",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"265,523",,0.2,-0.3,-0.4,113,55.29,-13.61%,107,285.45%,3,0%,,,"27,458,663","1,369,898",5.25%,30,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology, Software"
AMBER AI,https://www.crunchbase.com/organization/amber-ai,"Finance, Machine Learning","251,833",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"271,687",,-0.1,-0.4,-0.6,"1,631","1,788.57",-37.46%,2,36.29%,1.13,1.32%,66.85%,1.76%,"10,794,845","2,431,038",29.07%,4,,,,,,,,,,,2018-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Financial Services, Software"
DirectAsia.com Hong Kong,https://www.crunchbase.com/organization/directasia-com-hong-kong,"Automotive, Finance, Insurance","256,681",,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"276,882",,-0.4,-0.6,-0.5,,279.89,,,,,,,,,,,17,,,,,,,,,,,2009-10-14,day,,,,,,,,"Financial Services, Transportation"
Whaleclub,https://www.crunchbase.com/organization/whaleclub,"Bitcoin, Finance, Financial Services","258,520",3,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"278,853",,-0.4,-0.3,0.8,"6,664","15,061.84",-54.22%,36,9.75%,1.75,5.9%,63.93%,9.86%,"3,587,191","1,534,899",74.79%,22,,,,,,,,,,,2014-12-01,day,,,,,,,,"Financial Services, Payments, Software"
Curfex,https://www.crunchbase.com/organization/curfex,"Finance, Financial Services, Payments","267,202",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"288,143",,0,4.5,6.9,"2,078","5,455.32",-39.27%,208,3.78%,6.84,67.57%,18.03%,5.93%,"5,895,967","535,271",9.99%,11,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Financial Services, Payments"
Next Chapter,https://www.crunchbase.com/organization/next-chapter,"Communities, Consulting, Crowdfunding, Finance, Financial Services","276,622",9,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",1,1-10,Nicole Denholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"298,186",,-0.7,-0.4,4.8,,,,,,,,,,,,,19,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Community and Lifestyle, Financial Services"
Grana,https://www.crunchbase.com/organization/grana-2,"Apps, Finance, Financial Services, Mobile Apps","283,064",,Less than $1M,,,,,,,,,,,,,"Wong Tai Sin, Kowloon, Hong Kong",1,1-10,Marcell Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"305,057",,1.2,0.1,0,"3,619","2,746.82","1,423.44%",184,,1.64,64.33%,43.43%,30.35%,"5,615,867","-23,058,316",-80.41%,18,,,7,,,,,,,,2015-01-01,year,,,,,,,,"Apps, Financial Services, Mobile, Software"
Ko-Kard,https://www.crunchbase.com/organization/ko-kard,"Finance, Financial Services","292,134",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"314,756",,-0.3,5,6.7,"5,761","1,083.77","3,241.65%",29,-97.56%,7.21,-48.53%,,,"2,926,426","-14,015,371",-82.73%,3,,,7,,,,,,,,,,,,,,,,,Financial Services
PayCompliance,https://www.crunchbase.com/organization/paycompliance,"Consulting, Finance, Financial Services, Payments","303,428",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,1-10,Michael G. Ehlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"326,813",,0,-0.3,1.3,,17.8,,,,,,,,,,,9,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Financial Services, Payments"
evershift,https://www.crunchbase.com/organization/evershift,"Brand Marketing, Consulting, Finance, Music","309,410",,$1M to $10M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"333,189",,2.8,3.4,0.7,20,218.93,-83.93%,,,1,0%,100%,0%,"36,575,961","5,280,927",16.87%,15,,,7,,,,,,,,2011-04-05,day,,,,,,,,"Financial Services, Media and Entertainment, Music and Audio, Sales and Marketing"
Belt & Road TechFin,https://www.crunchbase.com/organization/belt-road-techfin,"Blockchain, Finance, Mobile Payments","309,981",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"333,798",,-0.3,0.3,2.2,,22.88,,,,,,,,,,,12,,,,,,,,,,,2018-01-01,year,,,Non-profit,,,,,"Financial Services, Mobile, Payments, Software"
Chong Sing,https://www.crunchbase.com/organization/chong-sing,"Finance, Financial Services","314,394",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"338,490",,0,4.1,6.4,347,"1,141.06",714.72%,2,,1.39,39.16%,60.84%,-39.16%,"20,735,232","-14,616,590",-41.35%,,,,,,,,,,,,,,,,For Profit,,,,,Financial Services
Pinnacle,https://www.crunchbase.com/organization/pinnacle,"Apps, Education, Finance","320,352",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"344,853",,-0.1,0.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Apps, Education, Financial Services, Software"
Cost Optics,https://www.crunchbase.com/organization/cost-optics,"Accounting, Banking, Enterprise Software, Finance, SaaS, Software","321,365",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"345,926",,1.6,4,4.9,,39.1,,,,,,,,,,,15,,,,,,,,,,,2012-01-01,year,,,,,,,,"Financial Services, Lending and Investments, Professional Services, Software"
Xinhua Financial Network,https://www.crunchbase.com/organization/xinhua-financial-network,"Advertising Platforms, Finance, Financial Services, Software","324,269",,$10M to $50M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,1,20000000,USD,20000000,,2003-11-12,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,"ITOCHU Corporation, Japan Asia Investment, Nissay Capital",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"348,998",,0.4,4.1,3.8,,119.74,,,,,,,,,,,4,,,,,,,,,,,1999-01-01,year,,,For Profit,,,,,"Advertising, Financial Services, Software"
Bondcritic,https://www.crunchbase.com/organization/bondcritic,"Finance, Financial Services","345,995",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"372,088",,0.8,0.2,6,649,184.63,510.28%,605,"8,446.97%",3.99,99.39%,44.64%,44.64%,"12,045,800","-17,819,410",-59.67%,21,,,,,,,,,,,2009-01-01,year,,,For Profit,,,,,Financial Services
e-finet.com,https://www.crunchbase.com/organization/e-finet-com,"Finance, Financial Services, FinTech","346,321",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,1,,,,,2000-02-08,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,"GE Equity, Trusted Media Brands",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"372,430",,-0.2,-0.3,-0.5,,215.69,-100%,,,,,,,,,,1,,,,,,,,,,,1999-01-01,year,,,For Profit,,,,,Financial Services
ChinaWeb,https://www.crunchbase.com/organization/chinaweb-2,"Finance, Information Services, News","347,617",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,1,,,,,2000-02-08,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,"China Merchants Bank, SBCVC, SoftBank Capital, South China Morning Post, Talisman Capital",1,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"373,806",,-0.5,-0.4,-0.8,,,,,,,,,,,,,1,,,,,,,,,,,1995-01-01,year,,,,,,,,"Content and Publishing, Financial Services, Information Technology, Media and Entertainment"
Roundtable,https://www.crunchbase.com/organization/roundtable,"Finance, Internet","352,142",1,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"378,612",,-0.5,2,3.9,188,305.61,-79.38%,,,2.24,-18.59%,38.23%,25.51%,"25,625,281","12,670,287",97.8%,15,,,,,,,,,,,2014-07-01,day,,,,,,,,"Financial Services, Internet Services"
SeedAlpha,https://www.crunchbase.com/organization/seedalpha-limited,"Finance, Financial Services","352,908",,Less than $1M,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",2,1-10,"Edward Stockreisser, Shan Han",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"379,409",,0.4,-0.3,0,,,,,,,,,,,,,10,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,Financial Services
Interlinkages,https://www.crunchbase.com/organization/interlinkages,"Finance, Marketplace","368,389",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",3,1-10,"Anindita Ghosh, Divya Tailang, Shruti Sood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"395,803",,0.8,-0.2,5.6,,52.53,,,,,,,,,,,14,,,,,,,,,,,,,,,For Profit,,,,,"Commerce and Shopping, Financial Services"
Hong Kong Internet Finance Association,https://www.crunchbase.com/organization/hong-kong-internet-finance-association,"Association, Finance","387,513",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"416,109",,1,1.7,2.8,161,107.48,,,,1,,100%,,"29,217,064",,,1,,,,,,,,,,,,,,,For Profit,,,,,Financial Services
Zetl,https://www.crunchbase.com/organization/zetl,"Finance, Financial Services, Recruiting","399,327",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"428,636",,1.1,4.5,5.2,,13.16,,,,,,,,,,,7,,,,,,,,,,,2018-01-01,year,,,For Profit,,,,,"Financial Services, Professional Services"
Seekers Labs,https://www.crunchbase.com/organization/seekers-labs,"Finance, FinTech, Software","407,993",,,,,,,,,,,,,,,"North Point, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"437,816",,1.7,-0.1,5.1,,22.49,,,,,,,,,,,7,,,,,,,,,,,,,,,For Profit,,,,,"Financial Services, Software"
Flatiron Venture Builders,https://www.crunchbase.com/organization/flatiron-venture-builders,"Finance, Financial Services","437,218",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"468,717",,1.6,1,4.7,,,,,,,,,,,,,,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,Financial Services
FundingReach,https://www.crunchbase.com/organization/fundingreach,"Finance, FinTech","482,560",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,11-50,William Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"516,672",,0.7,0.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,Financial Services
KGIM,https://www.crunchbase.com/organization/kgim,"Finance, Financial Services, Internet","501,819",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,11-50,,1,2500000,USD,2500000,M&A,2005-02-01,2500000,USD,2500000,Angel,2500000,USD,2500000,Angel,2500000,USD,2500000,O.D. Kobo,1,1,,Was Acquired,KGIM acquired by East River Capital,https://www.crunchbase.com/acquisition/east-river-capital-acquires-kgim--1b71610d,East River Capital,https://www.crunchbase.com/organization/east-river-capital,2008-12-01,month,,,,Leveraged Buyout,,Private,,,,,,,,,,,,,,"537,126",,0.6,3.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,2005-02-01,month,2008-12-01,month,For Profit,,,,,"Financial Services, Internet Services"
Mergerstreet,https://www.crunchbase.com/organization/mergerstreet,"Finance, Hedge Funds, Intellectual Property, Non Profit, Venture Capital","519,778",,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,1-10,Abhijit Maheswari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"556,156",,-0.2,-0.2,-0.4,,,,,,,,,,,,,1,,,,,,,,,,,2011-01-01,year,,,,,,,,"Financial Services, Lending and Investments, Professional Services"
Development Finance Asia,https://www.crunchbase.com/organization/development-finance-asia,"Finance, Real Estate","539,873",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"577,563",,0.8,3.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Financial Services, Real Estate"
S-Partners,https://www.crunchbase.com/organization/s-partners,"Business Development, Finance, Financial Services","561,886",,Less than $1M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",1,,Laurent Stieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"601,023",,-0.2,-0.6,-0.8,,29.3,,,,,,,,,,,17,,,,,,,,,,,2015-01-01,year,,,,,,,,Financial Services
Lion Finance,https://www.crunchbase.com/organization/lion-finance,"Finance, Financial Services","588,539",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"629,549",,1.6,2,2.4,,,,,,,,,,,,,,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,Financial Services
Ying Hua Finance Leasing,https://www.crunchbase.com/organization/ying-hua-finance-leasing,Finance,"614,581",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Ying Hua Finance Leasing acquired by Credit China FinTech Holdings,https://www.crunchbase.com/acquisition/china-credit-limited-holdings-acquires-ying-hua-finance-leasing--3cea9416,Credit China FinTech Holdings,https://www.crunchbase.com/organization/china-credit-limited-holdings,2014-05-20,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"657,568",,-0.2,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01,year,2014-05-20,day,For Profit,,,,,Financial Services
United Finance & Exports,https://www.crunchbase.com/organization/united-finance-exports,Finance,"629,175",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"673,335",,-0.1,0,-0.3,143,23.89,,306,,8,,,,"20,838,002",,,1,,,,,,,,,,,1977-01-01,year,,,,,,,,Financial Services
PropertySeeding Company,https://www.crunchbase.com/organization/propertyseeding-company,"Finance, Real Estate Investment","630,799",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"675,087",,-0.1,-0.4,0.3,,,,,,,,,,,,,10,,,,,,,,,,,,,,,For Profit,,,,,"Financial Services, Real Estate"
Guoco Group,https://www.crunchbase.com/organization/guoco-group,"Finance, Financial Services, Hospitality, Leisure, Personal Finance","643,041",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,10001+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"688,360",,1.5,1.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,1973-01-01,year,,,For Profit,,,,,"Community and Lifestyle, Financial Services, Travel and Tourism"
Wheelock,https://www.crunchbase.com/organization/wheelock,"Angel Investment, Finance, Financial Exchanges, Financial Services, Property Development","655,271",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,10001+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"701,680",,1,1.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,1857-01-01,year,,,For Profit,,,,,"Financial Services, Lending and Investments, Real Estate"
FunkTracking,https://www.crunchbase.com/organization/calltracking,"Analytics, Finance","688,197",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"737,506",,0,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,2013-09-01,day,,,For Profit,,,,,"Data and Analytics, Financial Services"
Kerry Properties,https://www.crunchbase.com/organization/kerry-properties,"Finance, Financial Services, Property Management, Real Estate","691,330",,,,,,,,,,,,,,,"Quarry Bay, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"740,900",,0.5,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Financial Services, Real Estate"
