Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
Tigerweld,https://www.crunchbase.com/organization/tigerweld,"Consumer Goods, Manufacturing","79,514",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,1,1460000,USD,1460000,Early Stage Venture,9/1/19,1460000,USD,1460000,Series A,1460000,USD,1460000,Series A,1460000,USD,1460000,"Nanyue Gaojiao, Zhaoke Innovation",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"83,092",,0,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,1/1/08,year,,,,,,,,"Consumer Goods, Manufacturing"
Trony Solar,https://www.crunchbase.com/organization/trony-solar,"Battery, Energy, Manufacturing, Solar","80,106",7,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,501-1000,Yi Li,2,85000000,USD,85000000,IPO,1/4/10,65000000,USD,65000000,Undisclosed,65000000,USD,65000000,Undisclosed,85000000,USD,85000000,Intel Capital,1,1,,,,,,,,,,,,,,Public,15/10/10,,,223300000,USD,223300000,,,,2468,https://www.crunchbase.com/ipo/trony-solar-ipo--73a9a35a,HKG,,"83,748",,0,1.1,-0.1,,,,,,,,,,,,,2,,,,,,,,,,,1/1/93,year,15/10/10,day,,,,,,"Energy, Manufacturing, Natural Resources, Sustainability"
The miqi.cn,https://www.crunchbase.com/organization/miqi-cn,"Cosmetics, E-Commerce, Manufacturing","89,157",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,,Qiang Ma,2,10000000,USD,10000000,Early Stage Venture,1/9/11,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,10000000,USD,10000000,DT Capital Partners,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"93,653",,-0.2,0,2,240,"14,726.31",-98.35%,0,,1.4,40.16%,59.84%,58.31%,"24,011,036","21,063,489",714.61%,13,,,,,,,,,,,1/10/10,day,,,,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing"
Good Family,https://www.crunchbase.com/organization/good-family,"Fitness, Health Care, Manufacturing, Sports","92,156",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,2880000,USD,2880000,Late Stage Venture,26/11/18,2880000,USD,2880000,Series C,2880000,USD,2880000,Series C,2880000,USD,2880000,Fortune Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"96,977",,-0.3,-0.6,0,,,,,,,,,,,,,,,,,,,,,,,,1/1/94,year,,,,,,,,"Health Care, Manufacturing, Sports"
Shenzhen LETEL Technology,https://www.crunchbase.com/organization/shenzhen-letel-technology,"Enterprise Software, Manufacturing, Telecommunications","95,362",2,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,101-250,,1,5910000,USD,5910000,Early Stage Venture,1/4/13,5910000,USD,5910000,Series A,5910000,USD,5910000,Series A,5910000,USD,5910000,Qiming Venture Partners,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"100,524",,0.9,-0.2,2,,25.22,-100%,,,,,,,,,,1,,,5,,,,,,,,2/9/05,day,,,,,,,,"Hardware, Manufacturing, Software"
Apex Technology Co,https://www.crunchbase.com/organization/apex-technology-co,"Laser, Manufacturing, Printing","95,888",1,,,,,,,,,,,,,,"Zhuhai, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,"101,091",,0.5,0,0,"5,952","7,936.52",-41.60%,105,-2.01%,2.73,15.63%,62.36%,11.76%,"3,309,515","843,481",34.20%,22,,,,,,,,,,,1/1/04,year,,,For Profit,,,,,"Content and Publishing, Hardware, Manufacturing, Media and Entertainment, Science and Engineering"
USB Promos,https://www.crunchbase.com/organization/usb-promos,"Advertising, Manufacturing, Product Design","96,238",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,51-100,Cassey Xu,4,3825000,USD,3825000,,20/11/13,3400000,USD,3400000,Undisclosed,3400000,USD,3400000,Undisclosed,3972500,USD,3972500,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"101,476",,-0.1,-0.2,-0.8,,361.9,-100%,,,,,,,,,,10,,,17,,,,,,,,1/6/06,day,,,,,,,,"Advertising, Design, Manufacturing, Sales and Marketing"
SinoHub,https://www.crunchbase.com/organization/sinohub,"Electronics, Hardware, Management Information Systems, Manufacturing, Supply Chain Management","96,277",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,101-250,,2,5810000,USD,5810000,,24/2/10,4610000,USD,4610000,Venture - Series Unknown,4610000,USD,4610000,Venture - Series Unknown,5810000,USD,5810000,"Heights Capital Management, Iroquois Capital, Octagon Capital Partners, Ramius Capital, Whitebox Advisors",,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"101,517",,1.1,0,-0.2,,,,,,,,,,,,,1,,,,,,,,,,,1/1/00,year,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Transportation"
Rhino car,https://www.crunchbase.com/organization/rhino-car,"Automotive, Manufacturing","98,934",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,1,291600,USD,291600,Seed,10/9/18,291600,USD,291600,Angel,291600,USD,291600,Angel,291600,USD,291600,One Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"104,431",,-0.2,-0.3,0,,,,,,,,,,,,,11,,,,,,,,,,,1/1/17,month,,,,,,,,"Manufacturing, Transportation"
KattGatt,https://www.crunchbase.com/organization/kattgatt,"Manufacturing, Real Estate","100,581",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,1457556,USD,1457556,Early Stage Venture,25/9/18,1457556,USD,1457556,Series A,1457556,USD,1457556,Series A,1457556,USD,1457556,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"106,276",,-0.4,-0.5,-0.2,104,17.41,,879,,4,,,,"29,030,299",,,3,,,,,,,,,,,1/1/17,year,,,,,,,,"Manufacturing, Real Estate"
Shenzhen MR Photoelectricity,https://www.crunchbase.com/organization/shenzhen-mr-photoelectricity-co-ltd,"Enterprise, Information Technology, Manufacturing, Product Design, Sales, Software","101,274",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,15000000,CNY,2381430,,1/3/12,15000000,CNY,2381430,Undisclosed,15000000,CNY,2381430,Undisclosed,15000000,CNY,2381430,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"107,058",,-0.2,-0.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,,1/5/06,day,,,,,,,,"Design, Information Technology, Manufacturing, Sales and Marketing, Software"
Guo Xian Scientific and Technical Corporation,https://www.crunchbase.com/organization/guo-xian-scientific-and-technical-corporation,"Industrial, Manufacturing, Sales","103,501",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,,Mulan Ou,1,10000000,CNY,1632574,Early Stage Venture,1/10/13,10000000,CNY,1632574,Series A,10000000,CNY,1632574,Series A,10000000,CNY,1632574,Shenzhen Capital Group,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"109,501",,-0.2,-0.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,1/1/06,year,,,,,,,,"Manufacturing, Sales and Marketing"
Fuhuajie Industrial (SHENZHEN),https://www.crunchbase.com/organization/fuhuajie-industrial-shenzhen,"Hardware, Manufacturing, Software","115,632",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,80000000,USD,80000000,Private Equity,11/11/09,80000000,USD,80000000,Private Equity,80000000,USD,80000000,Private Equity,80000000,USD,80000000,Foxconn Technology Group,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"122,964",,-0.2,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardware, Manufacturing, Software"
Skyworth,https://www.crunchbase.com/organization/skyworth,"Electronics, Manufacturing","120,147",37,,2,1,,,,,,,,,,,"Shenzhen, Guangdong, China",,10001+,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,14/4/00,,,,,,,,,751,https://www.crunchbase.com/ipo/skyworth-ipo--07d908e4,HKG,2,"127,975",,-0.2,-0.4,-0.8,"129,411","137,663.24",-14.34%,242,3.15%,6.7,16.50%,25.52%,5.10%,"271,792","23,660",9.54%,18,22,,4,,,,,,,,1/1/88,year,14/4/00,day,For Profit,,,2,,"Consumer Electronics, Hardware, Manufacturing"
CIMC,https://www.crunchbase.com/organization/cimc,"Facilities Support Services, Logistics, Manufacturing, Supply Chain Management","120,863",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,19/12/12,,,,,,,,,2039,https://www.crunchbase.com/ipo/cimc-ipo--1290c6d7,SEHK,,"128,757",,1.2,4.3,5.5,"30,160","78,364.60",-0.03%,397,42.68%,4.85,10.20%,30.54%,-3.79%,"893,393","7,973",0.90%,29,,,,,,,,,,,1/1/80,year,19/12/12,day,For Profit,,,,,"Administrative Services, Manufacturing, Transportation"
Coship Electronics,https://www.crunchbase.com/organization/coship-electronics,"Electronics, Manufacturing, Smart Home, Telecommunications","123,557",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,Nov-50,Ming Yuan,1,19600000,CNY,2368661,IPO,1/2/01,19600000,CNY,2368661,Series A,19600000,CNY,2368661,Series A,19600000,CNY,2368661,"Fortune Venture Capital, Shenzhen Capital Group",,2,1,Made Acquisitions,,,,,,,,,,,,Public,7/7/06,,,,,,,,,2052,https://www.crunchbase.com/ipo/coship-electronics-ipo--baf7dcef,SHE,,"131,741",,-0.1,0.3,0,"4,461","4,075.84",9.15%,217,46.06%,6.07,94.53%,28.76%,1.06%,"3,175,535","-993,551",-23.83%,9,,,5,,,,,,,,1/1/94,year,7/7/06,day,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Real Estate"
Appotronics China Corporation,https://www.crunchbase.com/organization/appotronics-china-corporation,"Manufacturing, Sales, Supply Chain Management","125,031",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"133,384",,-0.1,0.2,0,"90,452","30,379.61",1023.41%,40,-52.24%,5.97,47.26%,10.46%,-28.90%,"399,718","-1,804,576",-81.87%,12,,,,6,0,Lighting,Environmental control apparatus,,,,,,,,For Profit,,,,,"Manufacturing, Sales and Marketing, Transportation"
Grepow Battery,https://www.crunchbase.com/organization/shenzhen-grepow-battery-co,"Electronics, Manufacturing","130,047",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,"138,949",,-0.1,1.8,2.3,"7,302","2,385.86",211.86%,35,232.02%,2.27,73.92%,18.56%,-30.93%,"3,381,340","-5,468,866",-61.79%,2,,,,,,,,,,,1/1/98,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Ting Hsin group,https://www.crunchbase.com/organization/ting-hsin-group,"Consumer Goods, Food and Beverage, Manufacturing","136,317",6,,1,,,,,,,,,,,,"Tianjin, Guangdong, China",,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"145,941",,-0.2,-0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,1/1/58,year,,,,,,1,,"Consumer Goods, Food and Beverage, Manufacturing"
I-Tooling Manufacturing Group,https://www.crunchbase.com/organization/i-tooling-manufacturing-group,"Automotive, Manufacturing, Software","137,932",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",2,5001-10000,"Bill Deng, Carl Tian",1,2930000,USD,2930000,,23/7/09,2930000,USD,2930000,Venture - Series Unknown,2930000,USD,2930000,Venture - Series Unknown,2930000,USD,2930000,Tiantu Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"147,710",,0.2,-0.3,-0.7,,,,,,,,,,,,,7,,,1,,,,,,,,1/1/06,year,,,,,,,,"Manufacturing, Software, Transportation"
Shape Prototype,https://www.crunchbase.com/organization/shape-prototype-the-manufacturer-in-the-far-east-for-hardware-startups,"Consumer Electronics, Internet of Things, Manufacturing","145,213",3,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,Nov-50,Amanda Hsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"155,749",,-0.1,4.1,4,921,604.86,18.68%,70,-35.43%,2.13,-9.15%,62.27%,20.73%,"12,264,561","-515,265",-4.03%,4,,,13,,,,,,,,1/9/15,month,,,For Profit,,,,,"Consumer Electronics, Hardware, Internet Services, Manufacturing"
NEXGO,https://www.crunchbase.com/organization/nexgo,Manufacturing,"152,357",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"163,648",,0.1,1.9,5.4,,,,,,,,,,,,,13,,,,0,0,,Scientific and electric apparatus and instruments,,,,,,,,For Profit,,,,,Manufacturing
ITEAD INTELLIGENT SYSTEMS LIMITED,https://www.crunchbase.com/organization/itead-intelligent-systems-limited,"Computer, Electronics, Manufacturing","152,869",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"164,218",,-0.2,-0.1,-0.2,"721,363","869,324.20",1.49%,218,3.01%,2.95,-7.24%,54.35%,-0.98%,"84,291","5,024",6.34%,37,,,,,,,,,,,1/2/11,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
iLife,https://www.crunchbase.com/organization/ilife,"Drones, Manufacturing, Robotics, Software","156,886",6,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"168,661",,-0.3,-0.2,-1,"54,578","58,536.21",9.94%,191,34.91%,2.93,-11.92%,36.25%,-1.41%,"705,908","18,775",2.73%,7,,,,,,,,,,,1/1/07,year,,,For Profit,,,,,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Software"
Win Source Electronics,https://www.crunchbase.com/organization/win-source-electronics,"Electronics, Manufacturing, Sales","157,905",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"169,786",,-0.1,-0.2,0,"32,832","35,181.41",9.43%,294,70.82%,5.02,68.77%,54.76%,-7.70%,"850,434","-198,757",-18.94%,24,,,,,,,,,,,8/9/99,day,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Sales and Marketing"
Mars Hydro,https://www.crunchbase.com/organization/mars-hydro,"Hydroponics, Industrial, Lighting, Manufacturing","161,896",,Less than $1M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"174,117",,-0.4,-0.2,-0.2,"81,318","78,271.67",22.40%,217,19.78%,2.97,-1.13%,48.93%,-3.03%,"535,955","-82,723",-13.37%,10,,,,,,,,,,,1/1/09,year,,,For Profit,,,,,"Agriculture and Farming, Hardware, Manufacturing"
Z.X.D Technology Company Limited,https://www.crunchbase.com/organization/z-x-d-technology-company-limited,Manufacturing,"163,512",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"175,880",,4.4,3.9,4.6,,,,,,,,,,,,,4,,,,,,,,,,,13/1/07,day,,,,,,,,Manufacturing
Vesta (Guangzhou) Catering Equipment,https://www.crunchbase.com/organization/vesta-guangzhou-catering-equipment-co-ltd,"3D Printing, Consumer Goods, Food and Beverage, Manufacturing","163,709",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,1,,,,M&A,1/7/11,,,,Private Equity,,,,Private Equity,,,,Actis,,1,,Was Acquired,Vesta (Guangzhou) Catering Equipment acquired by Illinois Tool Works,https://www.crunchbase.com/acquisition/illinois-tool-works-acquires-vesta-guangzhou-catering-equipment-co-ltd--896222f3,Illinois Tool Works,https://www.crunchbase.com/organization/illinois-tool-works,3/7/13,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"176,088",,0.4,0.8,1.7,113,59.9,-16.93%,432,-19.43%,5.28,-62.35%,64.34%,34.15%,,,,2,,,,,,,,,,,1/1/93,year,3/7/13,day,,,,,,"Consumer Goods, Food and Beverage, Manufacturing"
Honpe Prototyping,https://www.crunchbase.com/organization/honpe-technology-shenzhen-co,"Information Technology, Manufacturing","164,201",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"176,626",,-0.2,-0.1,2.9,177,525.04,-43.91%,13,-88.56%,2.75,4.27%,0%,-80.54%,"27,045,836","8,124,817",42.94%,10,1,,,,,,,,,,1/1/06,year,,,For Profit,,,,,"Information Technology, Manufacturing"
Shenzhen Eigate Technology,https://www.crunchbase.com/organization/shenzhen-eigate-technology,"Electronics, Manufacturing","164,586",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"177,057",,0.1,1.9,3.9,54,80.65,-24.54%,,,1,0%,100%,0%,"34,471,694","553,211",1.63%,12,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
X-Doria,https://www.crunchbase.com/organization/x-doria,"Electronics, Fashion, Manufacturing, Virtual Reality","166,885",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"179,577",,-0.5,-0.5,-0.6,"43,994","54,355.62",1%,86,-7.44%,3.53,-24.18%,44.46%,16.55%,"826,993","150,915",22.32%,74,3,,,,,,,,,,1/1/08,year,,,,,,,,"Clothing and Apparel, Consumer Electronics, Design, Hardware, Manufacturing, Software"
ZWSOFT,https://www.crunchbase.com/organization/zwsoft,"CAD, Manufacturing, Software","170,205",1,$1M to $10M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"183,203",,-0.2,1.5,0.7,"148,922","163,185.70",-14.42%,132,7.12%,2.5,22.86%,64.46%,-1.55%,"330,024","23,021",7.50%,27,,,16,,,,,,,,,,,,,,,,,"Design, Manufacturing, Software"
Shenzhen Bilian Electronic Co,https://www.crunchbase.com/organization/shenzhen-bilian-electronic-co,"Computer, Manufacturing, Virtual Reality","170,301",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"183,307",,-0.3,-0.2,-0.7,"44,847","44,793.23",20.62%,213,-4.90%,11.24,78.12%,32.75%,-4.91%,"495,286","-151,067",-23.37%,8,,,,,,,,,,,1/1/97,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Software"
"MCA Battery Manufacture Co., Ltd",https://www.crunchbase.com/organization/mca-battery-manufacture-co-ltd,"Consumer Electronics, Energy, Manufacturing","171,385",,Less than $1M,,,,,,,,,,,,,"Foshan, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"184,497",,-0.1,2.3,-0.5,,,,,,,,,,,,,7,,,,,,,,,,,1/1/99,year,,,,,,,,"Consumer Electronics, Energy, Hardware, Manufacturing"
FiiO,https://www.crunchbase.com/organization/fiio,"Manufacturing, Music, Retail","172,102",6,Less than $1M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"185,289",,0.9,4.2,-0.4,"228,411","256,707.13",-14.94%,169,-0.40%,2.51,28.81%,44.22%,-6.30%,"237,354","9,701",4.26%,15,,,12,,,,,,,,26/4/07,day,,,For Profit,,,,,"Commerce and Shopping, Manufacturing, Media and Entertainment, Music and Audio"
"New Vision Display (Shenzhen) Co., Ltd.",https://www.crunchbase.com/organization/new-vision-display,"Electronics, Industrial, Manufacturing","173,048",1,$100M to $500M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1001-5000,,,,,,,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,"186,329",,0.6,0.6,-0.2,"4,042","5,739.52",-14.98%,66,-12.49%,1.34,-31.06%,78.15%,34.82%,"5,618,058","1,041,199",22.75%,43,1,,13,7,0,Computing; Calculating,,,,,1/1/12,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Sanbot,https://www.crunchbase.com/organization/sanbot,"Enterprise, Manufacturing, Robotics","175,548",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"189,058",,0,0.5,2,"1,507","2,613.72",-15.26%,65,-71.31%,2.5,-35.96%,47.40%,29.88%,,,,10,,,,,,,,,,,1/1/06,year,,,For Profit,,,,,"Hardware, Manufacturing, Science and Engineering, Software"
Excera Technology,https://www.crunchbase.com/organization/excera-technology,Manufacturing,"179,054",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"192,863",,0,-0.1,0.3,330,390.05,-67.57%,161,36.36%,3.9,15.39%,0%,-18.58%,"16,886,369","6,296,395",59.46%,6,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
The Rolling Paper Company,https://www.crunchbase.com/organization/the-rolling-paper-company,Manufacturing,"184,881",,$1M to $10M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"199,206",,0.2,1.3,-0.5,"5,428","2,337.70",453.11%,67,-84.55%,6.51,10.53%,1.59%,-29.37%,"3,170,282","-6,022,030",-65.51%,27,,,,,,,,,,,,,,,,,,,,Manufacturing
RiboBio,https://www.crunchbase.com/organization/ribobio,"Biotechnology, Life Science, Manufacturing, Pharmaceutical","191,349",1,$10M to $50M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"206,265",,-0.1,0,3.5,"4,923","16,076.42",-17.89%,186,11.43%,3.13,-25.92%,48.31%,5.54%,"3,548,546","808,103",29.49%,33,,,,,,,,,,,,,,,For Profit,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering"
Cogobuy Group,https://www.crunchbase.com/organization/cogobuy-group,"E-Commerce, E-Commerce Platforms, Electronics, Internet, Manufacturing, Supply Chain Management","196,416",17,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,501-1000,Jeffrey Kang,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,18/7/14,,,,,,1100000000,HKD,141913839,400,https://www.crunchbase.com/ipo/cogobuy-group-ipo--87bfbe49,HKG,,"211,763",,-0.1,-0.2,-0.8,"8,040","6,124.80",30.76%,200,228.43%,3.66,83.11%,40.77%,-14.81%,"2,422,532","-1,025,297",-29.74%,18,,,7,,,,,,,,1/1/00,year,18/7/14,day,For Profit,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Internet Services, Manufacturing, Transportation"
Qihan,https://www.crunchbase.com/organization/qihan,"Analytics, Artificial Intelligence, Electronics, Information Technology, Manufacturing","200,485",1,$50M to $100M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"216,181",,0,-0.3,0.1,"1,657","3,538.28",-55.46%,171,35.08%,4.4,28.90%,12.84%,-8.57%,"7,075,562","2,744,674",63.37%,9,53,,,,,,,,,,1/1/06,year,,,For Profit,,,,,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software"
MOKO Technology LTD,https://www.crunchbase.com/organization/moko-technology-ltd,"Electronics, Manufacturing","201,079",,,,,,,,,,,,,,,"Longhua, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"216,833",,0.6,2.3,2,"28,650","18,970.79",12.66%,121,-16.43%,1.78,-21.75%,43.12%,-7.64%,"1,494,708","28,768",1.96%,22,1,,,,,,,,,,1/10/01,day,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
