Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
Shenzhen UT-King Technology,https://www.crunchbase.com/organization/shenzhen-ut-king-technology,"Electronics, Manufacturing","482,702",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"516,821",,-0.3,-0.2,0.2,804,220.5,408.74%,12,-71.14%,2.15,-80.47%,24.28%,24.28%,"16,514,469","-2,051,489",-11.05%,3,,,,,,,,,,,1/1/09,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Frost-Tech Ltd,https://www.crunchbase.com/organization/frost-tech-ltd,Manufacturing,"484,440",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"518,652",,-0.2,1.8,-0.4,,51.48,-100%,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,Manufacturing
AD Alexander Tiles,https://www.crunchbase.com/organization/ad-alexander-tiles,"Building Material, Manufacturing, Real Estate","486,559",,$1M to $10M,,,,,,,,,,,,,"Foshan, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"520,887",,1.1,0.1,-0.6,,,,,,,,,,,,,3,,,,,,,,,,,1/1/10,year,,,,,,,,"Manufacturing, Real Estate"
Zhengdafei Smart Card,https://www.crunchbase.com/organization/zhengdafei-smart-card,Manufacturing,"491,486",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"526,149",,-0.2,0.8,-0.7,356,118.09,,303,,1.81,,59.58%,,"19,369,490",,,2,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
"LINDIA CHEMICAL (GUANGZHOU) CO., LTD.",https://www.crunchbase.com/organization/lindia-chemical-guangzhou-co-ltd-3,"E-Commerce, Manufacturing, Product Design, Retail","492,414",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"527,124",,1.2,-0.3,-1.1,,6.79,,,,,,,,,,,2,,,,,,,,,,,1/2/05,day,,,For Profit,,,,,"Commerce and Shopping, Design, Manufacturing"
ABLE New Energy Co,https://www.crunchbase.com/organization/able-new-energy-co,"Electronics, Manufacturing","493,196",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,ABLE New Energy Co acquired by Ultralife,https://www.crunchbase.com/acquisition/ultralife-acquires-able-new-energy-co--dd2a253f,Ultralife,https://www.crunchbase.com/organization/ultralife,23/5/06,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"527,960",,0.8,2.2,2.2,,11.13,-100%,,,,,,,,,,1,,,,,,,,,,,1/1/03,year,23/5/06,day,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Shenzhen Noitavonne Electronics and Appliance Corporation,https://www.crunchbase.com/organization/shenzhen-noitavonne-electronics-and-appliance-corporation,"Electronics, Manufacturing","493,917",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,,Lael Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"528,715",,-0.4,-0.6,-1,,,,,,,,,,,,,14,,,,,,,,,,,18/1/14,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
ViewAt Technology,https://www.crunchbase.com/organization/viewat-technology,Manufacturing,"493,947",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"528,748",,-0.3,-0.2,0.4,480,236.63,,31,,2.57,,48.20%,,"15,651,292",,,2,,,,,,,,,,,1/1/06,year,,,For Profit,,,,,Manufacturing
APEC Security Technology,https://www.crunchbase.com/organization/apec-security-technology,"Manufacturing, Security, Video","496,317",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"531,284",,-0.2,-0.3,-0.2,181,30.22,,1,,1,,100%,,"28,095,939",,,7,,,,,,,,,,,1/1/09,year,,,For Profit,,,,,"Manufacturing, Media and Entertainment, Privacy and Security, Video"
Qartallo M. Sons Trading Co.,https://www.crunchbase.com/organization/qartallo-m-sons-trading-co,"E-Commerce, Manufacturing","497,235",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"532,252",,-0.2,1.5,0.6,,,,,,,,,,,,,1,,,,,,,,,,,1/1/90,year,,,,,,,,"Commerce and Shopping, Manufacturing"
Amphenol Technology Shenzhen,https://www.crunchbase.com/organization/amphenol-technology-shenzhen,"Electronics, Manufacturing","500,719",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"535,959",,-0.3,1.2,-0.1,207,53.73,196.17%,0,-99.53%,1.34,-33.24%,66.49%,66.49%,"26,934,251","-5,773,767",-17.65%,1,,,,,,,,,,,1/1/04,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Sourcelight Technology,https://www.crunchbase.com/organization/sourcelight-technology,"Electronics, Manufacturing","508,220",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"543,902",,0.6,0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Hangzhou Yinyan Silk Weaving,https://www.crunchbase.com/organization/hangzhou-yinyan-silk-weaving,"Electronics, Food and Beverage, Manufacturing, Product Design","508,546",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"544,243",,-0.2,0.5,-0.3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,"Consumer Electronics, Design, Food and Beverage, Hardware, Manufacturing"
Alunar,https://www.crunchbase.com/organization/alunar,"3D Printing, 3D Technology, Manufacturing","510,551",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"546,377",,-0.2,-0.6,-1.4,"1,252","2,846.10",36.92%,486,359.52%,3.01,4.63%,46.28%,-28.89%,"9,882,688","-1,880,185",-15.98%,16,,,,,,,,,,,1/1/15,year,,,For Profit,,,,,"Hardware, Manufacturing, Software"
"AtCina Export & Sourcing Co., Ltd",https://www.crunchbase.com/organization/atcina-export-sourcing-co-ltd,"Computer, E-Commerce, Manufacturing, Virtual Reality","510,987",,Less than $1M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"546,837",,-0.2,-0.2,-0.1,,72.01,,,,,,,,,,,30,,,5,,,,,,,,3/5/12,day,,,,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing, Software"
Borlee,https://www.crunchbase.com/organization/borlee,"3D Printing, 3D Technology, Manufacturing","511,815",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"547,706",,-0.3,0.1,0,,,,,,,,,,,,,2,,,,,,,,,,,1/1/10,year,,,For Profit,,,,,"Hardware, Manufacturing, Software"
Kong Yue Electronics & Information Industry,https://www.crunchbase.com/organization/kong-yue-electronics-information-industry,"Electronics, Manufacturing","514,604",,,,,,,,,,,,,,,"Jiangmen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"550,676",,-0.2,-0.1,2.1,211,35.31,,0,,2,,,,"23,458,360",,,1,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Shenzhen Tsumura Medicine,https://www.crunchbase.com/organization/shenzhen-tsumura-medicine,"Biotechnology, Consumer Goods, Manufacturing, Pharmaceutical","516,007",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"552,152",,1.3,-0.2,-0.3,105,127.76,-50.86%,170,-85.78%,2,-50%,,,"29,943,554","9,674,682",47.73%,2,,,,,,,,,,,1/1/91,year,,,For Profit,,,,,"Biotechnology, Consumer Goods, Health Care, Manufacturing, Science and Engineering"
Shenzhen Braveman Technology Co,https://www.crunchbase.com/organization/shenzhen-braveman-technology-co,"3D Printing, E-Commerce, Gaming, Manufacturing, Retail, Software","516,103",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"552,256",,1.2,-0.2,-0.1,,3.95,,,,,,,,,,,2,,,,,,,,,,,,,,,For Profit,,,,,"Commerce and Shopping, Gaming, Manufacturing, Software"
Shenzhen Boton Spice,https://www.crunchbase.com/organization/shenzhen-boton-spice,"Consumer Goods, Manufacturing","518,863",,$50M to $100M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"555,186",,0.9,-0.4,-1,,26.2,,,,,,,,,,,3,,,,,,,,,,,1/1/91,year,,,For Profit,,,,,"Consumer Goods, Manufacturing"
resposny,https://www.crunchbase.com/organization/resposny,"Computer, Manufacturing, Product Design, Virtual Reality","522,607",,$1M to $10M,,,,,,,,,,,,,"Dongguang, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"559,152",,1.6,0,1.3,804,387.97,21.63%,44,72.27%,6.6,155.21%,29.30%,-28.05%,"10,489,207","-2,802,853",-21.09%,20,,,,,,,,,,,1/10/05,month,,,For Profit,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Software"
Long praise inc limited,https://www.crunchbase.com/organization/long-praise-inc-limited,"Automotive, Consumer Goods, E-Commerce, Manufacturing, Transportation","523,303",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"559,894",,-0.2,-0.1,-0.6,,16.64,,,,,,,,,,,1,,,5,,,,,,,,3/1/13,day,,,For Profit,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing, Transportation"
HQMOULD Company,https://www.crunchbase.com/organization/hqmould-company,Manufacturing,"525,498",2,$10M to $50M,,,,,,,,,,,,,"Zhenjiang, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"562,239",,-0.2,-0.1,-0.3,,113.33,-100%,,,,,,,,,,15,,,13,,,,,,,,5/3/70,day,,,For Profit,,,,,Manufacturing
Sunlanrfid,https://www.crunchbase.com/organization/sunlanrfid,Manufacturing,"528,007",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"564,905",,-0.2,-0.5,-1,"3,703",749.42,19524.61%,6,,1.65,64.90%,30.86%,30.86%,"6,909,454","-30,277,377",-81.42%,3,,,,,,,,,,,1/1/06,year,,,For Profit,,,,,Manufacturing
Shenzhen Sunrise New Energy,https://www.crunchbase.com/organization/shenzhen-rainbow-fine-chemical,"Chemical, Manufacturing, Marketing","529,918",,,1,1,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"566,944",,-0.2,3.2,2.8,77,42.8,23.92%,6,,2,100%,0%,-100%,,,,1,,,,,,,,,,,1/1/95,year,,,,,,1,,"Manufacturing, Sales and Marketing, Science and Engineering"
SUNROLED Limited,https://www.crunchbase.com/organization/sunroled-limited,"Consumer Electronics, Electronics, Manufacturing","532,550",,Less than $1M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"569,747",,-0.2,0.8,-0.1,640,914.22,-50.99%,,,1,0%,30%,-38.44%,"18,615,328","5,430,783",41.19%,17,,,,,,,,,,,28/7/08,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
EDADOC Technology,https://www.crunchbase.com/organization/edadoc-technology,Manufacturing,"533,241",,Less than $1M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,"570,480",,-0.1,-0.6,-0.9,"1,248","2,226.13",435.53%,23,-79.85%,2.1,-11.21%,45.17%,-18.57%,,,,18,,,,,,,,,,,,,,,,,,,,Manufacturing
Syndaya,https://www.crunchbase.com/organization/syndaya,"3D Printing, 3D Technology, Manufacturing","535,878",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"573,326",,-0.4,-0.6,-0.2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,For Profit,,,,,"Hardware, Manufacturing, Software"
Shenzhen HKT Electronic Science & Technology,https://www.crunchbase.com/organization/shenzhen-hkt-electronic-science-technology,"Electronics, Information Technology, Manufacturing","539,884",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"577,574",,-0.2,0.9,2.1,,61.42,-100%,,,,,,,,,,7,,,,,,,,,,,1/1/03,year,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
Guangdong Foshan Pump Factory,https://www.crunchbase.com/organization/guangdong-foshan-pump-factory,Manufacturing,"540,163",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"577,874",,-0.2,-0.6,-0.1,731,656.11,60%,107,204.69%,4.5,84.76%,9.34%,-21.20%,"12,440,140","-3,812,010",-23.46%,6,,,,,,,,,,,1/1/54,year,,,For Profit,,,,,Manufacturing
"SANMAU TRADING (HK) CO., LIMITED",https://www.crunchbase.com/organization/sanmau-trading-hk-co-limited,Manufacturing,"540,229",,,,,,,,,,,,,,,"Dongguang, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"577,945",,1.5,-0.1,3.2,530,239.94,-41.58%,72,,1.44,18.64%,0%,-55.23%,"18,445,688","3,665,411",24.80%,1,,,,,,,,,,,25/3/19,day,,,For Profit,,,,,Manufacturing
FanBlower Electric,https://www.crunchbase.com/organization/fanblower-electric,Manufacturing,"540,334",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"578,058",,-0.2,-0.5,2.3,98,89.33,-15.68%,219,,4,300%,0%,-100%,"27,366,463","-4,600,648",-14.39%,33,,,,,,,,,,,,,,,,,,,,Manufacturing
ANGLE Environmental Technology,https://www.crunchbase.com/organization/angle-environmental-technology,"Information Technology, Manufacturing","540,531",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"578,267",,-0.2,-0.4,0,,7.45,-100%,,,,,,,,,,1,,,,,,,,,,,1/1/09,year,,,For Profit,,,,,"Information Technology, Manufacturing"
Shunde Hiseng Glass Machinery Co.,https://www.crunchbase.com/organization/shunde-hiseng-glass-machinery-co,"Industrial, Manufacturing","540,646",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"578,384",,-0.2,-0.3,-0.6,,78.49,-100%,,,,,,,,,,4,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
Shenzhen Goldway Industrial,https://www.crunchbase.com/organization/shenzhen-goldway-industrial,"Manufacturing, Medical Device","544,945",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Shenzhen Goldway Industrial acquired by Koninklijke Philips,https://www.crunchbase.com/acquisition/koninklijke-philips-acquires-shenzhen-goldway-industrial--4155b281,Koninklijke Philips,https://www.crunchbase.com/organization/koninklijke-philips,11/4/08,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"582,948",,-0.3,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,1/1/95,year,11/4/08,day,,,,,,"Health Care, Manufacturing"
Shenzhen Spring-lighting Electronics,https://www.crunchbase.com/organization/shenzhen-spring-lighting-electronics,"Electronics, Manufacturing","547,068",,$1M to $10M,,,,,,,,,,,,,"Baoan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"585,211",,-0.1,2.5,2.5,147,"1,787.87",38.52%,,,1,-83.78%,100%,86.11%,"30,071,487","5,321,574",21.50%,2,,,,,,,,,,,1/1/08,year,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Guangdong Zhuangli Color Printing,https://www.crunchbase.com/organization/guangdong-zhuangli-color-printing,Manufacturing,"549,207",,,,,,,,,,,,,,,"Shantou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"587,498",,2.4,2,1.2,,,,,,,,,,,,,6,,,,,,,,,,,1/1/92,year,,,For Profit,,,,,Manufacturing
China Electric Motor,https://www.crunchbase.com/organization/china-electric-motor,"Automotive, Electronics, Manufacturing","551,095",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,5001-10000,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delisted,29/1/10,,none,22500000,USD,22500000,,,,CELM,https://www.crunchbase.com/ipo/china-electric-motor-ipo--0bdce578,NASDAQ,,"589,512",,0.8,1.4,1.7,,41.16,,,,,,,,,,,2,,,,,,,,,,,1/1/99,year,29/1/10,day,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Transportation"
Lincos Tech,https://www.crunchbase.com/organization/lincos-tech,Manufacturing,"551,966",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"590,441",,-0.2,1.8,0,,51.13,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,Manufacturing
Asia Power Systems,https://www.crunchbase.com/organization/asia-power-systems,Manufacturing,"553,929",,,,,,,,,,,,,,,"Tianjin, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"592,529",,0.6,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,1/1/00,year,,,For Profit,,,,,Manufacturing
Will-Jet(GZ) Mark code Technology,https://www.crunchbase.com/organization/will-jet-gz-mark-code-technology,"Consumer Electronics, Information Technology, Manufacturing, Software","554,384",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"593,010",,-0.2,0.9,-0.5,,,,,,,,,,,,,,,,,,,,,,,,1/1/05,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Software"
"Guangzhou WM Keyless Co,.Ltd",https://www.crunchbase.com/organization/guangdong-wanming-password-lock,"Manufacturing, Security","558,357",,Less than $1M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"597,264",,0.6,1.4,-0.1,,,,,,,,,,,,,6,,,,,,,,,,,2/2/02,day,,,,,,,,"Manufacturing, Privacy and Security"
Shenzhen AAPPAA Technology,https://www.crunchbase.com/organization/shenzhen-aappaa-technology,"Manufacturing, Product Design","558,838",,,,,,,,,,,,,,,"Baoan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"597,772",,-0.2,0.6,1.3,,7.55,,,,,,,,,,,2,,,,,,,,,,,1/1/05,year,,,,,,,,"Design, Manufacturing"
Intelligent Components Technology Zhuhai,https://www.crunchbase.com/organization/intelligent-components-technology-zhuhai,"Apps, Manufacturing","559,657",,,,,,,,,,,,,,,"Zhuhai, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"598,637",,-0.2,0,-0.1,71,262.45,-92.49%,,,1,-77.73%,100%,44.13%,"33,725,563","23,774,324",238.91%,2,,,,,,,,,,,1/7/99,month,,,For Profit,,,,,"Apps, Manufacturing, Software"
Advance Denim,https://www.crunchbase.com/organization/advance-denim,Manufacturing,"561,804",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"600,933",,-0.2,-0.5,-0.5,"1,178",580.13,28.78%,13,-93.64%,2.12,-59.62%,54.25%,28.30%,"11,096,970","1,864,966",20.20%,5,,,,0,5,,Clothing; footwear; headgear,,,,,,,,For Profit,,,,,Manufacturing
Shenzhen Jinzhou Precision Technology,https://www.crunchbase.com/organization/shenzhen-jinzhou-precision-technology,Manufacturing,"563,365",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"602,615",,0.7,-0.4,0.3,,209.35,-100%,,,,,,,,,,6,,,,2,1,Machine Tools,Machines and machine tools,,,,,,,,For Profit,,,,,Manufacturing
ChinaPCBOne,https://www.crunchbase.com/organization/chinapcbone,"Electronics, Manufacturing","565,166",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"604,535",,-0.1,-0.3,-0.3,162,621.34,-73.82%,7,58.54%,2.27,82.04%,0%,-75.06%,"25,366,451","8,933,953",54.37%,4,,,,,,,,,,,1/1/00,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Grand Ease Communication Cable,https://www.crunchbase.com/organization/grand-ease-communication-cable,"Consumer Electronics, Manufacturing, Telecommunications","567,065",,,,,,,,,,,,,,,"Ronggui, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"606,579",,-0.2,2,1.1,384,214.68,17.48%,458,-38.31%,5.43,8.62%,,,"14,536,582","-1,440,633",-9.02%,6,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
LANJIAN,https://www.crunchbase.com/organization/lanjian,Manufacturing,"569,117",,,,,,,,,,,,,,,"Zhenjiang, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"608,781",,-0.2,-0.5,-0.2,100,119.38,-65.37%,194,,3.52,252.22%,66.37%,-33.63%,"28,316,012","4,481,765",18.80%,9,,,,,,,,,,,,,,,,,,,,Manufacturing
XDK Communication Equipment,https://www.crunchbase.com/organization/xdk-communication-equipment,Manufacturing,"573,545",,Less than $1M,,,,,,,,,,,,,"Huizhou, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"613,504",,-0.1,-0.5,-0.4,"1,407","1,387.66",-24.57%,47,-79.68%,2.37,-5.06%,46.10%,-20.37%,"9,140,419","1,241,049",15.71%,9,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
BUSIN technology,https://www.crunchbase.com/organization/busin-technology,"Information Technology, Manufacturing, Software","574,205",,$10M to $50M,,,,,,,,,,,,,"Huizhou, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"614,207",,-0.2,-0.1,-0.3,,337,-100%,,,,,,,,,,16,,,,,,,,,,,1/1/12,year,,,For Profit,,,,,"Information Technology, Manufacturing, Software"
vickyhairextensions,https://www.crunchbase.com/organization/vickyhairextensions,"Fashion, Lifestyle, Manufacturing, Retail","575,170",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"615,241",,-0.1,0.1,1.2,,17.01,-100%,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Manufacturing"
