Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
ExcessChip Technology Limited,https://www.crunchbase.com/organization/excesschip-technology-limited,"Information Technology, Manufacturing","315,840",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"340,034",,0,0.4,4.6,"1,983","3,635",-32.88%,167,"2,602.51%",6.95,473.95%,46.82%,-22.96%,"5,484,633","-2,048,935",-27.2%,13,,,,,,,,,,,,,,,For Profit,,,,,"Information Technology, Manufacturing"
Ying Shing Enterprises Ltd.,https://www.crunchbase.com/organization/ying-shing-enterprises-ltd,"Industrial, Manufacturing","325,231",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,1,"Made Acquisitions, Was Acquired",Ying Shing Enterprises Ltd. acquired by Platinum Equity,https://www.crunchbase.com/acquisition/platinum-equity-acquires-ying-shing-enterprises-ltd--49ea13ae,Platinum Equity,https://www.crunchbase.com/organization/platinum-equity,2015-04-27,day,,,,Leveraged Buyout,,Private,,,,,,,,,,,,,,"350,018",,1.1,-0.4,-0.8,,,,,,,,,,,,,,,,,,,,,,,,1997-01-01,year,2015-04-27,day,For Profit,,,,,Manufacturing
Lamex Trading Co,https://www.crunchbase.com/organization/lamex-trading-co,"Commercial, Furniture, Manufacturing","328,232",,,,,,,,,,,,,,,"Eastern, Hong Kong Island, Hong Kong",,1001-5000,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Lamex Trading Co acquired by HNI Corporation,https://www.crunchbase.com/acquisition/hni-corporation-acquires-lamex-trading-co--8f00c6d5,HNI Corporation,https://www.crunchbase.com/organization/hni-corporation,2006-01-13,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"353,201",,-0.3,1.1,-0.8,"3,843","21,294.26",115.12%,198,-6.25%,5.9,0.05%,21.77%,-7.26%,"3,715,860","-2,228,270",-37.49%,21,,,,,,,,,,,,,2006-01-13,day,For Profit,,,,,"Consumer Goods, Manufacturing"
3DP Technology Limited,https://www.crunchbase.com/organization/3dp-technology-limited,"Information Technology, Manufacturing","328,355",,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"353,337",,0.3,0,-0.9,,,,,,,,,,,,,2,,,,,,,,,,,2013-09-26,day,,,,,,,,"Information Technology, Manufacturing"
TUS International,https://www.crunchbase.com/organization/tus-international,"Automotive, Manufacturing","330,125",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,101-250,,,,,,,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,"355,219",,-0.5,-0.7,4.5,233,"1,736.4",52.91%,32,,2.82,181.9%,9.05%,-90.95%,"21,100,643","-8,657,126",-29.09%,1,,,,,,,,,,,2015-01-01,year,,,,,,,,"Manufacturing, Transportation"
Remotec Technology,https://www.crunchbase.com/organization/remotec-technology,"Computer, CRM, Information Technology, Manufacturing, Software","333,234",,$1M to $10M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"358,528",,-0.4,-0.4,-0.6,"41,571","25,809.21",-52.13%,64,710.82%,1.55,24.9%,22.65%,-16.27%,"1,162,054","405,678",53.63%,6,,,,,,,,,,,1988-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Sales and Marketing, Software"
BMA Technologies,https://www.crunchbase.com/organization/bma-technologies,"Electronics, Manufacturing","334,230",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"359,598",,-0.4,-0.3,-0.1,"2,094","1,621",27.45%,51,-27.78%,2.71,-20.16%,72.02%,7.26%,"12,876,193","-1,653,582",-11.38%,13,,,,,,,,,,,2009-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Thunder-Link.com,https://www.crunchbase.com/organization/thunder-link-com,"E-Commerce, Manufacturing","337,488",,$1M to $10M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"363,059",,0.7,-0.6,-0.8,"29,903","32,920.14",63.41%,339,-29.03%,5.45,-18.17%,52.54%,1.75%,"885,914","-245,099",-21.67%,27,,,,,,,,,,,2010-01-01,year,,,For Profit,,,,,"Commerce and Shopping, Manufacturing"
Tristate Holdings,https://www.crunchbase.com/organization/tristate-holdings,Manufacturing,"337,886",1,$1B to $10B,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"363,489",,1.3,0.5,-0.6,492,"1,020.34",-79.08%,62,34.97%,8.45,157.13%,5.79%,-14.57%,"11,940,208","5,133,450",75.42%,9,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
GAFELL,https://www.crunchbase.com/organization/gafell,"Agriculture, E-Commerce, Food and Beverage, Manufacturing","339,772",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"365,497",,-0.3,0,3.4,336,876.72,6.82%,574,"9,114.19%",19.89,"1,038.03%",10.69%,-64.39%,"11,179,025","-9,386,413",-45.64%,22,,,,,,,,,,,2015-05-01,month,,,For Profit,,,,,"Agriculture and Farming, Commerce and Shopping, Food and Beverage, Manufacturing"
Riston,https://www.crunchbase.com/organization/riston,"E-Commerce, Manufacturing, Tea","341,717",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"367,573",,-0.4,-0.7,6.1,,19.56,,,,,,,,,,,22,,,,,,,,,,,,,,,For Profit,,,,,"Commerce and Shopping, Food and Beverage, Manufacturing"
3Tech,https://www.crunchbase.com/organization/3tech,"Manufacturing, Solar","346,160",,$1M to $10M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"372,259",,-0.3,-0.1,-0.3,"1,207",806.02,163.29%,86,"3,883.54%",4.11,283.39%,19.59%,-73.17%,"9,512,282","-9,891,615",-50.98%,16,,,,,,,,,,,1998-01-01,year,,,For Profit,,,,,"Energy, Manufacturing, Natural Resources, Sustainability"
Blue Bird Global,https://www.crunchbase.com/organization/blue-bird-global,Manufacturing,"355,101",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,,"Harrison Kratter, Oscar Zachrisson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"381,744",,-0.5,-0.4,-0.3,,44.51,,,,,,,,,,,27,,,,,,,,,,,2017-08-23,day,,,,,,,,Manufacturing
Aton Energy,https://www.crunchbase.com/organization/aton-energy,"Energy Storage, Manufacturing, Renewable Energy, Solar","357,189",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"383,972",,-0.4,1.6,-0.2,242,40.49,,102,,5.05,,,,"18,292,036",,,16,,,,,,,,,,,2008-06-10,day,,,,,,,,"Energy, Manufacturing, Natural Resources, Sustainability"
Asiapack,https://www.crunchbase.com/organization/asiapack,"Manufacturing, Product Design, Shipping","362,966",,,,,,,,,,,,,,,"Quarry Bay, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Asiapack acquired by Elanders,https://www.crunchbase.com/acquisition/elanders-acquires-asiapack--bbdf4a00,Elanders,https://www.crunchbase.com/organization/elanders,2017-10-10,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"390,049",,-0.3,1.2,5.7,882,317.49,"2,695.56%",,,1,0%,54.17%,54.17%,"16,967,323","-19,529,330",-53.51%,15,,,,,,,,,,,1997-01-01,year,2017-10-10,day,For Profit,,,,,"Design, Manufacturing, Transportation"
The Powerstrap Company,https://www.crunchbase.com/organization/the-powerstrap-company,"Manufacturing, Wearables","370,537",15,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"398,086",,2.8,0.8,-0.1,91,146.23,-47.1%,,,1,0%,100%,0%,"32,821,008","4,319,925",15.16%,2,2,,6,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Deepsky,https://www.crunchbase.com/organization/deepsky,Manufacturing,"373,442",,,,,,,,,,,,,,,"Tsuen Wan, New Territories, Hong Kong",1,,Laurent Collot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"401,188",,-0.2,2.8,5.5,,563.6,-100%,,,,,,,,,,5,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,Manufacturing
Mayor Packaging,https://www.crunchbase.com/organization/mayor-packaging,Manufacturing,"373,858",,,,,,,,,,,,,,,"Kwun Tong, Kowloon, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Mayor Packaging acquired by Bemis Company,https://www.crunchbase.com/acquisition/bemis-company-acquires-mayor-packaging--f03953ad,Bemis Company,https://www.crunchbase.com/organization/bemis-company,2011-08-01,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"401,622",,-0.4,-0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,1968-01-01,year,2011-08-01,day,For Profit,,,,,Manufacturing
Tollytots Ltd,https://www.crunchbase.com/organization/tollytots-ltd,"Leisure, Manufacturing, Toys","376,304",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Tollytots Ltd acquired by Jakks Pacific,https://www.crunchbase.com/acquisition/jakks-pacific-acquires-tollytots-ltd--12145df4,Jakks Pacific,https://www.crunchbase.com/organization/jakks-pacific,2008-10-07,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"404,232",,1.7,-0.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,2003-01-01,year,2008-10-07,day,For Profit,,,,,"Community and Lifestyle, Consumer Goods, Manufacturing"
CN Innovations Holdings Ltd.,https://www.crunchbase.com/organization/cn-innovations-holdings-ltd,"Information Technology, Manufacturing","382,901",,,2,1,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,1,,,,Private Equity,2007-12-04,,,,Private Equity,,,,Private Equity,,,,AIF Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"411,233",,-0.3,-0.4,-1.3,"13,698","5,757.58",14.82%,788,-8.33%,7.85,-19.58%,7.6%,5.02%,"1,554,454","54,900",3.66%,8,,,,,,,,,,,,,,,,,,2,,"Information Technology, Manufacturing"
Tektos,https://www.crunchbase.com/organization/tektos-794a,"Consumer Electronics, Manufacturing","384,404",,$1M to $10M,,,,,,,,,,,,,"Sai Wan, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"412,826",,1.3,-0.3,-0.1,267,491.32,46.69%,0,,1,0%,100%,0%,"24,616,003","-4,651,483",-15.89%,18,,,,,,,,,,,2007-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Precision Electronic Technologies Limited,https://www.crunchbase.com/organization/precision-electronic-technologies-limited,Manufacturing,"388,858",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"417,528",,-0.3,4.6,-0.1,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,Manufacturing
Techcomp (Holdings),https://www.crunchbase.com/organization/techcomp-holdings,"Biotechnology, Electronics, Manufacturing","388,952",3,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,501-1000,,,,,,IPO,,,,,,,,,,,,,,,,2,Made Acquisitions,,,,,,,,,,,,Public,2011-12-30,,,,,,,,,1298,https://www.crunchbase.com/ipo/techcomp-holdings-ipo--4ff0052d,HKG,,"417,625",,-0.4,-0.6,-0.9,"3,539","1,714.48",63.11%,539,452.11%,5.95,-45.5%,24.6%,7.82%,"3,841,593","-908,036",-19.12%,7,,,,,,,,,,,1988-01-01,year,2011-12-30,day,,,,,,"Biotechnology, Consumer Electronics, Hardware, Manufacturing, Science and Engineering"
House of Tai Ping,https://www.crunchbase.com/organization/tai-ping-carpets-international-limited,"Consumer, Manufacturing","394,254",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1001-5000,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,1999-03-18,,,,,,,,,0146,https://www.crunchbase.com/ipo/tai-ping-carpets-international-limited-ipo--62e2abdf,HKG,,"423,269",,-0.1,3.4,-0.3,"2,835","2,133.45",199.84%,5,-96.53%,1.52,-82.35%,26.42%,-23.69%,"7,910,276","-119,532",-1.49%,12,,,7,,,,,,,,1956-01-01,year,1999-03-18,day,For Profit,,,,,Manufacturing
Mega Unit Technology Limited,https://www.crunchbase.com/organization/mega-unit-technology-limited,Manufacturing,"399,420",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"428,732",,-0.4,-0.6,-0.6,,671.17,-100%,,,,,,,,,,24,,,,,,,,,,,2013-03-20,day,,,For Profit,,,,,Manufacturing
Mering Global,https://www.crunchbase.com/organization/mering-global-ltd-,"Consulting, Manufacturing, Product Design, Supply Chain Management","399,602",,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,11-50,Jennytha Raj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"428,924",,-0.3,1.6,2.4,,21.49,,,,,,,,,,,2,,,11,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Design, Manufacturing, Transportation"
Zindart Manufacturing Limited,https://www.crunchbase.com/organization/zindart-manufacturing-limited,"Innovation Management, Management Information Systems, Manufacturing, Toys","400,287",1,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"429,654",,-0.4,-0.4,-0.4,,,,,,,,,,,,,3,,,,,,,,,,,1978-01-01,year,,,For Profit,,,,,"Consumer Goods, Information Technology, Manufacturing"
BONSO Electronics International,https://www.crunchbase.com/organization/bonso-electronics-international,Manufacturing,"400,294",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1001-5000,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,1989-11-17,,,,,,,,,BNSO,https://www.crunchbase.com/ipo/bonso-electronics-international-ipo--9f05bac1,NASDAQ,,"429,660",,-0.3,-0.2,-0.4,231,244.46,-77.8%,26,-94.95%,2.49,53.89%,25.71%,-6.49%,"21,735,885","8,519,829",64.47%,11,,,2,,,,,,,,1988-01-01,year,1989-11-17,day,,,,,,Manufacturing
Cosmos Studio,https://www.crunchbase.com/organization/cosmos-studio,"Fashion, Lifestyle, Manufacturing","403,936",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"433,518",,1.2,-0.5,5.2,"1,414","2,025.06",-16.83%,70,-37.94%,1.89,2.55%,45.17%,3.96%,"9,724,743","981,301",11.22%,5,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Clothing and Apparel, Community and Lifestyle, Design, Manufacturing"
Jmatek,https://www.crunchbase.com/organization/jmatek,"Consumer, Manufacturing","406,044",,,,,,,,,,,,,,,"Kwun Tong, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"435,746",,-0.1,0.3,5.2,"7,230","4,878.36",0.39%,16,174.8%,1.29,-6.54%,57.23%,11.07%,"4,455,401","-7,824",-0.18%,9,,,,0,1,,Scientific and electric apparatus and instruments,,,,2017-01-01,year,,,For Profit,,,,,Manufacturing
Qimini,https://www.crunchbase.com/organization/qimini,"Consumer Electronics, Manufacturing, Retail, Wireless","408,690",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"438,554",,-0.3,-0.6,3.9,,303.68,-100%,,,,,,,,,,5,,,,,,,,,,,2005-05-15,day,,,For Profit,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing, Mobile"
Tittle Light,https://www.crunchbase.com/organization/tittle-light,"Hardware, Internet of Things, Manufacturing, Music, Social Media","409,518",,,,,,,,,,,,,,,"Tuen Mun, New Territories, Hong Kong",2,,"David Au, Kinsen Au",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"439,435",,-0.2,-0.3,-0.7,283,"1,226.84",-9%,,,1,-32.23%,0%,-40.62%,"26,957,488","3,857,152",16.7%,8,,,14,,,,,,,,2015-07-31,day,,,For Profit,,,,,"Hardware, Internet Services, Manufacturing, Media and Entertainment, Music and Audio"
DTXS Silk Road Investment Holdings Co Ltd.,https://www.crunchbase.com/organization/dtxs-silk-road-investment-holdings-co-ltd,"Manufacturing, Real Estate","415,527",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,IPO,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Public,2000-05-24,,,,,,,,,0620,https://www.crunchbase.com/ipo/dtxs-silk-road-investment-holdings-co-ltd-ipo--d49dbb62,HKG,,"445,759",,-0.3,1.3,-0.3,"1,767","1,702.21",514%,233,,10.01,233.66%,,,"6,173,455","-15,581,815",-71.62%,10,,,,,,,,,,,1991-01-01,year,2000-05-24,day,For Profit,,,,,"Manufacturing, Real Estate"
Aikiton Electronics Limited,https://www.crunchbase.com/organization/aikiton-electronics-limited,Manufacturing,"421,916",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"452,505",,-0.4,-0.6,-0.3,,90.16,,,,,,,,,,,14,,,9,,,,,,,,2001-01-01,year,,,,,,,,Manufacturing
Osmosis Wellness,https://www.crunchbase.com/organization/osmosis-wellness,"Agriculture, Food and Beverage, Manufacturing","425,525",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"456,333",,-0.3,-0.5,2.8,"1,428","1,588.94",-66.5%,6,-87.59%,2.53,69.45%,25.62%,-17.94%,"10,502,791","4,271,814",68.56%,5,,,11,,,,,,,,2007-08-05,day,,,For Profit,,,,,"Agriculture and Farming, Food and Beverage, Manufacturing"
YEL Electronics Hong Kong,https://www.crunchbase.com/organization/yel-electronics-hong-kong,Manufacturing,"430,829",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,YEL Electronics Hong Kong acquired by Avnet,https://www.crunchbase.com/acquisition/avnet-acquires-yel-electronics-hong-kong--cde70be0,Avnet,https://www.crunchbase.com/organization/avnet,2008-01-02,day,,,,,,Private,,,,,,,,,,,,,,"461,931",,0,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,1992-01-01,year,2008-01-02,day,For Profit,,,,,Manufacturing
Man Yue Technology Holdings,https://www.crunchbase.com/organization/man-yue-technology-holdings,Manufacturing,"440,243",1,,,,,,,,,,,,,,"Chai Wan, Hong Kong Island, Hong Kong",,11-50,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,1999-03-05,,,,,,,,,0894,https://www.crunchbase.com/ipo/man-yue-technology-holdings-ipo--d25126cd,HKG,,"471,920",,-0.4,1.1,0.5,"4,210","2,685.58",58.78%,147,67.6%,3.56,-10.28%,27.51%,-6.22%,"4,307,788","-1,269,652",-22.76%,8,,,,,,,,,,,1979-01-01,year,1999-03-05,day,,,,,,Manufacturing
Xingye Copper International Group,https://www.crunchbase.com/organization/xingye-copper-international-group,"Manufacturing, Precious Metals","447,682",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,"479,777",,-0.4,-0.6,-0.2,,60.17,,,,,,,,,,,2,,,,,,,,,,,1998-01-01,year,,,For Profit,,,,,"Manufacturing, Natural Resources"
Zuri,https://www.crunchbase.com/organization/zuri,"Consumer Electronics, Manufacturing","449,843",,,,,,,,,,,,,,,"Chai Wan, Hong Kong Island, Hong Kong",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"482,071",,-0.4,-1.1,4.5,195,168.37,22.63%,411,-38.14%,1.6,-56.94%,61.05%,61.05%,"26,902,775","3,661,684",15.76%,20,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Mabu Design,https://www.crunchbase.com/organization/mabu-design,"Manufacturing, Product Design","465,342",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"498,459",,-0.3,-0.4,4.3,,77.91,,,,,,,,,,,20,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Design, Manufacturing"
Hip Yick Industrial,https://www.crunchbase.com/organization/hip-yick-industrial,Manufacturing,"471,590",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"505,055",,-0.2,1,-0.2,,131.47,-100%,,,,,,,,,,15,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
CapXon Electronic,https://www.crunchbase.com/organization/capxon-electronic,"Electronics, Manufacturing","473,023",,$100M to $500M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"506,575",,-0.3,-0.4,-0.3,"3,941","5,470.98",-33.97%,291,"20,554.7%",2.99,160.86%,24.94%,12.11%,"4,512,212","-724,264",-13.83%,11,,,,,,,,,,,1980-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
berlinlasers,https://www.crunchbase.com/organization/berlinlasers-2,"Electronics, Manufacturing","476,888",,$1M to $10M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"510,654",,-0.2,-0.7,-0.2,"1,954","3,101.99",29.95%,116,-19.72%,1.47,-53.45%,42.18%,-19.48%,"9,437,839","1,040,348",12.39%,13,,,6,,,,,,,,2013-01-01,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Sinotech Electronics,https://www.crunchbase.com/organization/sinotech-electronics,"Electronics, Manufacturing, Semiconductor, Wholesale","478,028",,,,,,,,,,,,,,,"Kwun Tong, Kowloon, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,"Sinotech Electronics acquired by GMI Technology, Inc.",https://www.crunchbase.com/acquisition/gmi-technology-inc-acquires-sinotech-electronics--67628ff1,"GMI Technology, Inc.",https://www.crunchbase.com/organization/gmi-technology-inc,2012-01-12,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"511,870",,0.4,3.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,1995-01-01,year,2012-01-12,day,For Profit,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing, Science and Engineering"
Hao Tian Development Group Ltd.,https://www.crunchbase.com/organization/hao-tian-development-group-ltd,Manufacturing,"480,124",,$1M to $10M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"514,097",,1.4,2.2,0.1,433,251.03,399.13%,5,-94.01%,1.19,-89.15%,80.66%,80.66%,"19,452,516","-4,423,845",-18.53%,3,,,,,,,,,,,2005-01-01,year,,,,,,,,Manufacturing
